# bioPlux Text File Format
# Version: 1
# StartDateTime: 2012-03-21 16:43:53
# SamplingFrequency: 1000
# SampledChannels: 1 2 3 4 5 6 7 8
# SamplingResolution: 12
# AcquiringDevice: 00:07:80:93:66:BE
# EndOfHeader
0	0	0	811	657	675	1135	0	0	0	0
1	0	0	811	658	674	1137	0	0	0	0
2	0	0	810	658	676	1132	0	0	0	0
3	0	0	810	657	675	1133	0	0	0	0
4	0	0	810	658	675	1131	0	0	0	0
5	0	0	809	658	676	1132	0	0	0	0
6	0	0	811	658	676	1132	0	0	0	0
7	0	0	811	657	676	1130	0	0	0	0
8	0	0	810	658	677	1131	0	0	0	0
9	0	0	810	658	676	1128	0	0	0	0
10	0	0	810	659	676	1125	0	0	0	0
11	0	0	809	658	676	1126	0	0	0	0
12	0	0	811	657	676	1126	0	0	0	0
13	0	0	811	657	676	1123	0	0	0	0
14	0	0	812	657	676	1121	0	0	0	0
15	0	0	811	659	677	1122	0	0	0	0
16	0	0	812	658	675	1123	0	0	0	0
17	0	0	812	660	676	1125	0	0	0	0
18	0	0	812	658	677	1120	0	0	0	0
19	0	0	812	658	676	1117	0	0	0	0
20	0	0	812	658	677	1120	0	0	0	0
21	0	0	812	658	676	1116	0	0	0	0
22	0	0	812	656	676	1115	0	0	0	0
23	0	0	811	657	676	1115	0	0	0	0
24	0	0	812	657	676	1114	0	0	0	0
25	0	0	813	657	676	1113	0	0	0	0
26	0	0	813	659	677	1118	0	0	0	0
27	0	0	814	657	677	1109	0	0	0	0
28	0	0	813	657	676	1108	0	0	0	0
29	0	0	813	657	676	1098	0	0	0	0
30	0	0	813	657	676	1089	0	0	0	0
31	0	0	815	657	676	1084	0	0	0	0
32	0	0	814	656	677	1079	0	0	0	0
33	0	0	814	657	677	1068	0	0	0	0
34	0	0	815	656	677	1058	0	0	0	0
35	0	0	815	657	677	1046	0	0	0	0
36	0	0	815	657	676	1041	0	0	0	0
37	0	0	814	657	676	1037	0	0	0	0
38	0	0	815	657	676	1033	0	0	0	0
39	0	0	815	657	676	1026	0	0	0	0
40	0	0	815	658	677	1020	0	0	0	0
41	0	0	816	659	676	1015	0	0	0	0
42	0	0	816	658	677	1013	0	0	0	0
43	0	0	817	658	676	1008	0	0	0	0
44	0	0	815	658	677	1006	0	0	0	0
45	0	0	815	657	676	1001	0	0	0	0
46	0	0	816	658	674	999	0	0	0	0
47	0	0	818	658	676	1002	0	0	0	0
48	0	0	818	659	675	1000	0	0	0	0
49	0	0	817	658	675	998	0	0	0	0
50	0	0	818	659	675	1002	0	0	0	0
51	0	0	819	659	675	1005	0	0	0	0
52	0	0	818	659	675	1004	0	0	0	0
53	0	0	817	659	674	1002	0	0	0	0
54	0	0	817	659	675	1001	0	0	0	0
55	0	0	818	659	677	999	0	0	0	0
56	0	0	818	659	675	989	0	0	0	0
57	0	0	819	659	674	992	0	0	0	0
58	0	0	819	659	673	987	0	0	0	0
59	0	0	819	659	674	987	0	0	0	0
60	0	0	819	660	674	985	0	0	0	0
61	0	0	819	660	673	989	0	0	0	0
62	0	0	820	661	672	989	0	0	0	0
63	0	0	819	661	672	989	0	0	0	0
64	0	0	819	660	671	996	0	0	0	0
65	0	0	818	661	672	993	0	0	0	0
66	0	0	820	661	672	984	0	0	0	0
67	0	0	820	660	672	981	0	0	0	0
68	0	0	821	660	672	984	0	0	0	0
69	0	0	820	661	672	983	0	0	0	0
70	0	0	821	660	672	971	0	0	0	0
71	0	0	821	661	672	975	0	0	0	0
72	0	0	822	661	672	979	0	0	0	0
73	0	0	822	661	672	973	0	0	0	0
74	0	0	822	662	673	967	0	0	0	0
75	0	0	823	663	672	965	0	0	0	0
76	0	0	824	663	673	963	0	0	0	0
77	0	0	823	662	673	958	0	0	0	0
78	0	0	824	663	673	952	0	0	0	0
79	0	0	823	664	673	949	0	0	0	0
80	0	0	823	664	674	939	0	0	0	0
81	0	0	823	665	674	938	0	0	0	0
82	0	0	823	666	674	940	0	0	0	0
83	0	0	823	665	674	935	0	0	0	0
84	0	0	824	665	675	930	0	0	0	0
85	0	0	823	666	675	927	0	0	0	0
86	0	0	824	666	675	928	0	0	0	0
87	0	0	824	667	674	937	0	0	0	0
88	0	0	826	669	675	930	0	0	0	0
89	0	0	827	669	676	929	0	0	0	0
90	0	0	827	669	677	923	0	0	0	0
91	0	0	828	669	678	926	0	0	0	0
92	0	0	828	670	678	928	0	0	0	0
93	0	0	830	672	679	933	0	0	0	0
94	0	0	831	673	679	926	0	0	0	0
95	0	0	830	673	679	915	0	0	0	0
96	0	0	831	675	680	919	0	0	0	0
97	0	0	832	675	680	910	0	0	0	0
98	0	0	833	676	681	903	0	0	0	0
99	0	0	835	677	681	902	0	0	0	0
100	0	0	832	678	682	902	0	0	0	0
101	0	0	835	679	682	889	0	0	0	0
102	0	0	835	679	682	891	0	0	0	0
103	0	0	834	680	683	887	0	0	0	0
104	0	0	834	682	683	896	0	0	0	0
105	0	0	834	683	684	902	0	0	0	0
106	0	0	834	684	684	900	0	0	0	0
107	0	0	836	683	685	899	0	0	0	0
108	0	0	835	685	685	886	0	0	0	0
109	0	0	834	685	684	895	0	0	0	0
110	0	0	834	686	685	893	0	0	0	0
111	0	0	834	687	685	895	0	0	0	0
112	0	0	833	687	685	890	0	0	0	0
113	0	0	834	688	685	890	0	0	0	0
114	0	0	833	687	686	866	0	0	0	0
115	0	0	831	688	685	864	0	0	0	0
116	0	0	830	690	686	855	0	0	0	0
117	0	0	829	691	688	858	0	0	0	0
118	0	0	828	691	687	847	0	0	0	0
119	0	0	827	693	687	841	0	0	0	0
120	0	0	827	693	687	833	0	0	0	0
121	0	0	827	694	688	837	0	0	0	0
122	0	0	826	695	688	830	0	0	0	0
123	0	0	828	696	689	835	0	0	0	0
124	0	0	827	698	689	835	0	0	0	0
125	0	0	825	697	689	827	0	0	0	0
126	0	0	825	698	691	824	0	0	0	0
127	0	0	824	699	690	825	0	0	0	0
0	0	0	825	701	692	815	0	0	0	0
1	0	0	825	701	691	818	0	0	0	0
2	0	0	824	702	692	820	0	0	0	0
3	0	0	822	703	693	818	0	0	0	0
4	0	0	822	704	693	814	0	0	0	0
5	0	0	822	704	693	809	0	0	0	0
6	0	0	822	705	694	812	0	0	0	0
7	0	0	821	706	694	825	0	0	0	0
8	0	0	821	707	692	825	0	0	0	0
9	0	0	822	707	693	825	0	0	0	0
10	0	0	819	708	693	821	0	0	0	0
11	0	0	820	709	693	825	0	0	0	0
12	0	0	818	710	693	822	0	0	0	0
13	0	0	818	709	693	823	0	0	0	0
14	0	0	818	709	691	822	0	0	0	0
15	0	0	816	710	690	822	0	0	0	0
16	0	0	811	709	693	826	0	0	0	0
17	0	0	809	710	695	828	0	0	0	0
18	0	0	810	711	696	830	0	0	0	0
19	0	0	812	713	695	832	0	0	0	0
20	0	0	811	713	695	837	0	0	0	0
21	0	0	811	714	696	834	0	0	0	0
22	0	0	809	714	697	836	0	0	0	0
23	0	0	808	715	696	836	0	0	0	0
24	0	0	808	715	697	838	0	0	0	0
25	0	0	806	716	698	836	0	0	0	0
26	0	0	805	716	696	833	0	0	0	0
27	0	0	804	718	700	835	0	0	0	0
28	0	0	805	719	701	837	0	0	0	0
29	0	0	803	718	700	840	0	0	0	0
30	0	0	803	720	702	839	0	0	0	0
31	0	0	802	721	702	840	0	0	0	0
32	0	0	802	721	702	843	0	0	0	0
33	0	0	802	722	703	840	0	0	0	0
34	0	0	802	722	703	841	0	0	0	0
35	0	0	801	724	705	846	0	0	0	0
36	0	0	802	725	705	847	0	0	0	0
37	0	0	800	727	705	848	0	0	0	0
38	0	0	800	727	706	854	0	0	0	0
39	0	0	800	727	708	856	0	0	0	0
40	0	0	800	729	709	855	0	0	0	0
41	0	0	799	729	710	862	0	0	0	0
42	0	0	798	730	710	857	0	0	0	0
43	0	0	798	730	712	853	0	0	0	0
44	0	0	798	730	711	851	0	0	0	0
45	0	0	796	731	713	850	0	0	0	0
46	0	0	795	730	714	847	0	0	0	0
47	0	0	795	732	716	846	0	0	0	0
48	0	0	794	732	718	841	0	0	0	0
49	0	0	794	733	715	840	0	0	0	0
50	0	0	793	732	719	839	0	0	0	0
51	0	0	794	732	720	842	0	0	0	0
52	0	0	792	732	720	842	0	0	0	0
53	0	0	792	730	719	842	0	0	0	0
54	0	0	792	730	720	842	0	0	0	0
55	0	0	793	730	721	843	0	0	0	0
56	0	0	791	730	721	846	0	0	0	0
57	0	0	792	727	721	845	0	0	0	0
58	0	0	791	727	722	846	0	0	0	0
59	0	0	791	726	722	845	0	0	0	0
60	0	0	790	726	723	845	0	0	0	0
61	0	0	789	725	723	839	0	0	0	0
62	0	0	788	725	723	838	0	0	0	0
63	0	0	788	725	725	839	0	0	0	0
64	0	0	788	724	725	842	0	0	0	0
65	0	0	787	723	725	840	0	0	0	0
66	0	0	787	722	727	836	0	0	0	0
67	0	0	787	720	727	837	0	0	0	0
68	0	0	788	719	723	838	0	0	0	0
69	0	0	786	719	727	837	0	0	0	0
70	0	0	786	718	728	835	0	0	0	0
71	0	0	787	716	727	834	0	0	0	0
72	0	0	785	715	728	836	0	0	0	0
73	0	0	786	715	728	835	0	0	0	0
74	0	0	786	714	727	830	0	0	0	0
75	0	0	785	713	727	840	0	0	0	0
76	0	0	785	711	727	841	0	0	0	0
77	0	0	785	709	726	839	0	0	0	0
78	0	0	785	707	724	838	0	0	0	0
79	0	0	785	705	725	838	0	0	0	0
80	0	0	787	704	725	839	0	0	0	0
81	0	0	787	703	724	837	0	0	0	0
82	0	0	786	701	723	840	0	0	0	0
83	0	0	788	700	721	840	0	0	0	0
84	0	0	788	698	721	837	0	0	0	0
85	0	0	788	697	719	836	0	0	0	0
86	0	0	791	694	719	838	0	0	0	0
87	0	0	791	693	718	835	0	0	0	0
88	0	0	792	691	716	837	0	0	0	0
89	0	0	793	691	715	836	0	0	0	0
90	0	0	795	689	713	834	0	0	0	0
91	0	0	794	687	713	829	0	0	0	0
92	0	0	794	686	712	832	0	0	0	0
93	0	0	796	684	711	833	0	0	0	0
94	0	0	795	683	710	829	0	0	0	0
95	0	0	796	681	709	831	0	0	0	0
96	0	0	797	679	709	831	0	0	0	0
97	0	0	797	677	708	834	0	0	0	0
98	0	0	798	677	707	836	0	0	0	0
99	0	0	798	675	707	827	0	0	0	0
100	0	0	797	674	706	828	0	0	0	0
101	0	0	798	672	707	828	0	0	0	0
102	0	0	799	671	707	829	0	0	0	0
103	0	0	800	670	706	821	0	0	0	0
104	0	0	800	669	706	823	0	0	0	0
105	0	0	802	668	706	820	0	0	0	0
106	0	0	803	667	705	816	0	0	0	0
107	0	0	804	668	705	814	0	0	0	0
108	0	0	805	666	705	810	0	0	0	0
109	0	0	806	666	705	814	0	0	0	0
110	0	0	806	666	705	810	0	0	0	0
111	0	0	807	665	705	809	0	0	0	0
112	0	0	808	665	704	807	0	0	0	0
113	0	0	810	663	704	799	0	0	0	0
114	0	0	809	663	704	814	0	0	0	0
115	0	0	808	662	704	807	0	0	0	0
116	0	0	809	661	705	808	0	0	0	0
117	0	0	808	662	705	817	0	0	0	0
118	0	0	807	661	706	826	0	0	0	0
119	0	0	807	661	706	824	0	0	0	0
120	0	0	807	660	705	824	0	0	0	0
121	0	0	807	660	706	820	0	0	0	0
122	0	0	806	660	706	822	0	0	0	0
123	0	0	806	659	707	824	0	0	0	0
124	0	0	806	659	706	821	0	0	0	0
125	0	0	806	658	706	818	0	0	0	0
126	0	0	807	658	706	820	0	0	0	0
127	0	0	806	657	706	817	0	0	0	0
0	0	0	807	657	706	816	0	0	0	0
