Timestamp:	X:	Y:	Z:	Acceleration:
1332352876095	0.026010334	0.38404632	0.24475479	0.4561502
1332352876106	-0.062143743	0.3759699	-0.21968174	0.43985823
1332352876120	0.0063973665	0.21036053	-0.5262308	0.5667551
1332352876129	0.07469666	-0.034245014	-0.6749573	0.67994094
1332352876131	0.221282	-0.27930832	-0.5874615	0.68708795
1332352876131	0.13230765	-0.36778474	-0.49927998	0.6340753
1332352876132	-0.113680184	-0.4565525	-0.41046333	0.6243745
1332352876132	-0.43812716	-0.31005	-0.3995514	0.6691246
1332352876136	-0.840952	-0.0066075325	-0.4666071	0.9617515
1332352876137	-1.165118	0.13999486	-0.6116543	1.3233365
1332352876138	-1.4105177	0.051422358	-0.67776394	1.5657485
1332352876138	-1.4985139	-0.115226746	-0.5864935	1.6133183
1332352876160	-1.3504204	-0.3598416	-0.25939178	1.4214095
1332352876161	-1.0444709	-0.60385346	-0.08888912	1.2097354
1332352876165	-0.737343	-1.082624	-0.15347576	1.3188268
1332352876171	-0.4287665	-1.4036695	-0.29624176	1.4972936
1332352876181	-0.11839855	-1.5668603	-0.59564114	1.6804338
1332352876197	0.1938616	-1.8075289	-1.2087889	2.1830971
1332352876214	0.27283108	-1.8899941	-1.7432704	2.5856347
1332352876215	0.19677365	-1.9711248	-2.199256	2.9598613
1332352876231	-0.03416872	-1.815122	-2.8905563	3.4133782
1332352876231	-0.184722	-1.7356741	-3.7386193	4.1260104
1332352876246	-0.33364367	-1.7326233	-4.5078826	4.8408995
1332352876264	-0.40222085	-1.5697473	-4.8053093	5.071182
1332352876265	-0.4695772	-1.404358	-4.709334	4.9366536
1332352876280	-0.45723498	-1.1574433	-4.4545817	4.6251526
1332352876296	-0.5224601	-0.9860451	-4.1190805	4.2675605
1332352876297	-0.50850976	-1.1256533	-3.70229	3.9029002
1332352876313	-0.49368596	-1.1829658	-3.4379005	3.6691
1332352876314	-0.47847247	-1.1590374	-3.4835234	3.702329
1332352876329	-0.54134977	-1.2105837	-3.6026673	3.838982
1332352876346	-0.44695848	-1.4161805	-3.2454367	3.569061
1332352876347	-0.35242522	-1.6193508	-2.6475	3.1234207
1332352876363	-0.1791963	-1.6627846	-2.27848	2.8263822
1332352876364	-0.16285223	-1.7039367	-2.138867	2.7394657
1332352876379	-0.22483605	-1.742423	-1.7565603	2.4843698
1332352876395	-0.28701478	-1.5441892	-1.1344628	1.9374993
1332352876396	-0.27084166	-1.3442261	-0.50694466	1.461948
1332352876412	-0.25480974	-0.9854437	-0.18774796	1.035025
1332352876413	-0.31758404	-0.7040894	-0.33591938	0.8422846
1332352876428	-0.4591726	-0.42159176	-0.79463625	1.0099633
1332352876445	-0.5226231	-0.13791966	-1.4857574	1.5810224
1332352876446	-0.35102877	0.06806588	-2.0965495	2.1268225
1332352876462	-0.17980331	0.117889166	-2.2349281	2.2452462
1332352876463	-0.08751476	0.010623455	-1.3534899	1.3563578
1332352876478	-0.23109722	-0.09698224	0.15493536	0.2946463
1332352876495	-0.9244181	-0.36196327	1.7409487	2.004113
1332352876510	-1.5396566	-0.78484476	3.9530706	4.3143125
1332352876521	-1.3704617	-0.97354555	6.3198824	6.539638
1332352876523	-0.5737835	-1.0070039	8.212519	8.293899
1332352876524	0.22268641	-0.963802	9.551846	9.602929
1332352876531	0.783649	-1.0010524	10.8075695	10.882085
1332352876546	1.4231344	-1.1973296	12.44912	12.587275
1332352876561	2.219696	-1.3956772	14.631668	14.864746
1332352876562	2.466956	-1.5960553	17.431776	17.677671
1332352876576	2.0077958	-1.7983599	20.062447	20.242706
1332352876594	1.4697807	-1.8454667	21.971897	22.098196
1332352876595	1.0879743	-1.6586335	23.15621	23.241016
1332352876610	0.6265009	-1.3945855	23.77058	23.819695
1332352876626	0.32040066	-0.97455215	23.655464	23.677698
1332352876627	0.09088361	-0.47673774	21.945436	21.950802
1332352876643	-0.14113793	0.17788613	19.337597	19.33893
1332352876644	-0.1399897	0.75380945	16.385834	16.40376
1332352876659	-0.21985799	1.094371	13.790661	13.835762
1332352876676	-0.85149395	1.1995506	12.415529	12.502374
1332352876677	-1.4853679	1.0692567	12.4175005	12.551651
1332352876693	-1.8077765	0.78207266	13.160055	13.3066435
1332352876694	-1.739537	0.41596627	13.318367	13.437928
1332352876709	-1.0451598	0.12776053	11.943075	11.989401
1332352876725	-0.35141665	0.0738529	9.367473	9.374352
1332352876726	0.18482739	0.254066	5.7357244	5.744323
1332352876743	0.642632	0.8250748	1.601882	1.9130473
1332352876744	0.9440328	1.3942949	-2.710207	3.1906862
1332352876758	0.8539206	1.647542	-5.8698506	6.1561937
1332352876775	0.52944607	1.5063077	-8.021014	8.178383
1332352876776	-0.26468852	1.3627135	-9.16275	9.26731
1332352876792	-1.29297	1.0594535	-9.44945	9.596161
1332352876793	-2.1631455	0.28274047	-9.103849	9.361582
1332352876808	-2.247345	-0.9677391	-8.0433655	8.407307
1332352876825	-1.1530768	-2.1428826	-6.812242	7.2338214
1332352876826	0.25647908	-3.1641407	-5.8746862	6.6775374
1332352876841	1.0398066	-3.3251715	-6.0885277	7.0148506
1332352876842	1.0399578	-3.0961895	-7.997952	8.639163
1332352876858	0.5709181	-2.947537	-11.2852	11.677742
1332352876874	0.3393458	-2.5649872	-14.296328	14.528568
1332352876875	0.030779839	-1.8688958	-16.639175	16.74383
1332352876891	-0.3548696	-0.9369453	-18.93777	18.964254
