Timestamp:	X:	Y:	Z:	Acceleration:
1332352602099	-0.025728375	0.1633966	-0.0061979294	0.16552587
1332352602130	-0.10740873	0.15996909	0.1521492	0.24551196
1332352602131	-0.0325751	0.07796502	0.23223686	0.24713083
1332352602131	0.04182321	-0.08258629	0.31255627	0.32597712
1332352602132	0.11582315	-0.1646967	0.23613548	0.31032237
1332352602133	0.1894837	-0.24681854	0.23837948	0.3919799
1332352602140	0.105920315	-0.2504325	0.083782196	0.28452593
1332352602141	-0.056341916	-0.097019434	-0.0707531	0.13263929
1332352602142	-0.21880728	0.05650258	-0.2252903	0.3191001
1332352602151	-0.22442299	0.13171864	-0.22294235	0.34266424
1332352602166	-0.1553784	0.04959917	-0.2983637	0.34003443
1332352602171	-0.085689336	-0.032190084	-0.29548454	0.30933797
1332352602181	-0.01521492	-0.035161972	-0.21423817	0.21763696
1332352602192	0.1346615	-0.037790537	-0.05454445	0.15012309
1332352602208	0.12851954	-0.040102243	0.18363762	0.22770208
1332352602225	0.20190966	-0.04208541	0.2649498	0.33576345
1332352602226	0.19780451	-0.043768883	0.18939495	0.27733156
1332352602241	0.11630899	-0.04512787	0.11400223	0.16899945
1332352602242	0.03570825	0.032271147	0.03869629	0.061756853
1332352602258	-0.122549206	-0.04702449	0.041924477	0.1377943
1332352602274	-0.20145911	-0.12602639	0.045211792	0.24189363
1332352602275	-0.20124799	-0.12631321	-0.030014992	0.23949254
1332352602291	-0.121950656	-0.04788351	-0.1837883	0.22570542
1332352602292	-0.12062058	0.03076315	-0.33766937	0.35988373
1332352602307	-0.11886385	0.031125546	-0.41321087	0.43109238
1332352602324	-0.11666593	-0.04677844	-0.2534542	0.28291023
1332352602340	-0.034115672	-0.04537964	-0.171978	0.18110667
1332352602341	-0.10842088	-0.043913603	-0.16907597	0.20559712
1332352602356	-0.10418722	-0.120891094	-0.16619301	0.23041214
1332352602373	-0.09987125	-0.27631116	-0.16322613	0.33610252
1332352602374	-0.017038524	-0.43171382	-0.08164692	0.43969688
1332352602390	-0.012673557	-0.4301405	0.0785923	0.4374451
1332352602406	-0.008324385	-0.5070231	-0.074892044	0.51259196
1332352602407	-0.08250192	-0.58385587	-0.46361446	0.7500884
1332352602423	-0.07822958	-0.6605542	-0.773571	1.0202273
1332352602424	-0.0740501	-0.7370937	-1.0833302	1.3124003
1332352602439	-0.14845747	-0.8133826	-1.3928614	1.619782
1332352602456	-0.22297937	-0.96778417	-1.7805738	2.0388157
1332352602457	-0.29763854	-1.2002475	-2.3249187	2.6333306
1332352602473	-0.29393256	-1.3535539	-2.711677	3.0449462
1332352602474	-0.36883256	-1.3492206	-3.2547078	3.5425353
1332352602489	-0.44381183	-1.3438646	-3.8750095	4.1253657
1332352602505	-0.44039315	-1.2591637	-4.572644	4.763246
1332352602506	-0.4369868	-1.3301746	-5.425364	5.6031146
1332352602522	-0.35505328	-1.4782306	-6.118698	6.304736
1332352602523	-0.116056204	-1.5462706	-6.7306023	6.906912
1332352602550	0.044619203	-1.3772385	-7.1819887	7.3129845
1332352602551	0.1270355	-0.81400514	-7.471996	7.5172777
1332352602555	0.28821108	-0.2487545	-7.3640604	7.373895
1332352602572	0.4496791	-0.073796034	-6.778711	6.79401
1332352602573	0.6898792	-0.21075201	-5.479888	5.527162
1332352602588	1.0087746	-0.34565997	-3.8587594	4.00339
1332352602605	1.0923728	-0.47848797	-2.3847508	2.6663206
1332352602605	1.0189856	-0.76664567	-1.058217	1.6570759
