Timestamp:	X:	Y:	Z:	Acceleration:
1332170793575	0.26587266	0.7464318	-3.0008717	3.1037202
1332170793658	1.5277947	0.51577663	-0.80952454	1.8043038
1332170793674	1.8486625	0.28622007	0.6753092	1.9888482
1332170793676	1.306963	-0.02095604	1.2189112	1.7872705
1332170793679	0.6874572	-0.24897623	1.0573587	1.2855326
1332170793681	0.30385053	-0.319602	0.7404423	0.86181515
1332170793684	0.1558749	-0.31151295	0.42536068	0.54978997
1332170793685	0.08627638	-0.22488117	0.11216545	0.26569954
1332170793687	0.09479274	-0.3737526	-0.12070656	0.40403804
1332170793690	0.10271673	-0.44430685	-0.43038845	0.6270515
1332170793693	0.109870434	-0.5150876	-0.89553356	1.038926
1332170793696	0.116123736	-0.50765085	-1.4378614	1.5292612
1332170793698	0.12136991	-0.42199564	-1.7435756	1.7980175
1332170793703	0.20402186	-0.2580986	-1.7342982	1.765228
1332170793709	0.2070846	-0.251359	-1.4885569	1.5237672
1332170793720	0.052013427	-0.4801898	-1.3986254	1.4796758
1332170793729	-0.10415758	-0.7091172	-1.3075819	1.4911293
1332170793742	-0.18291855	-0.781126	-1.4507599	1.657806
1332170793758	-0.1057553	-0.7746277	-1.671042	1.8448884
1332170793760	-0.029506221	-0.689564	-1.8899369	2.0120215
1332170793775	0.12444539	-0.7613096	-2.1074371	2.244186
1332170793792	0.35608166	-0.8327079	-2.2445683	2.4203892
1332170793794	0.5086343	-0.90371203	-2.3014407	2.524289
1332170793808	0.5821862	-0.8172245	-2.5132546	2.7061496
1332170793825	0.4984265	-0.6517422	-2.8802543	2.9948392
1332170793827	0.49278784	-0.56402326	-3.323473	3.4068217
1332170793841	0.7221544	-0.39679766	-3.920559	4.006212
1332170793843	0.87282455	-0.15043831	-4.1232786	4.217331
1332170793858	0.94464076	-0.060022354	-3.7734609	3.890367
1332170793875	1.1730533	0.10980511	-3.0280662	3.2491992
1332170793876	1.4011034	0.3588853	-1.8872042	2.3776941
1332170793891	1.2361505	0.68741417	-0.19260788	1.4274817
1332170793893	0.44276673	0.8596058	2.1335697	2.3424525
1332170793907	-0.42999467	0.79700375	5.3277884	5.404206
1332170793924	-0.98944604	0.6559429	8.2105	8.2958765
1332170793925	-1.3144386	0.82880116	9.369904	9.497881
1332170793942	-1.7190969	1.3153849	9.119709	9.373079
1332170793943	-2.2028537	2.3506765	8.477182	9.068675
1332170793957	-2.6873047	3.6989746	8.618465	9.7561245
1332170793974	-2.622592	5.0460033	9.619592	11.174824
1332170793975	-1.8512777	6.1559396	10.929029	12.679374
1332170793992	-0.84376687	6.8710003	11.366515	13.308653
1332170793993	0.6359538	7.504736	10.538397	12.953119
1332170794007	2.5885482	8.60521	9.304483	12.935364
1332170794029	3.6799598	9.230503	8.606913	13.146225
1332170794031	2.5766404	8.43654	9.382429	12.878053
1332170794032	0.3772256	6.5360107	10.766333	12.600621
1332170794047	-1.7417556	4.3924813	11.976156	12.874623
1332170794057	-3.231095	2.7881799	12.144737	12.872785
1332170794074	-4.091138	1.6429858	10.406874	11.302205
1332170794075	-4.008304	0.9569659	6.9204464	8.054493
1332170794091	-2.5116444	0.96419334	3.0957117	4.101397
1332170794092	0.63421184	1.9815607	-0.27722836	2.098967
1332170794107	4.330894	3.3811607	-2.9635434	6.2427144
1332170794124	6.852225	4.299691	-4.7282643	9.369995
1332170794125	7.256553	3.7177353	-4.7850375	9.453873
1332170794141	6.0932884	2.1050878	-3.0568748	7.1347065
1332170794142	4.4598913	0.09427452	-0.16144085	4.463808
1332170794156	2.6693225	-1.6078062	2.8837042	4.2457123
1332170794178	1.1127746	-2.9229853	4.9811897	5.881697
1332170794179	-0.05400563	-3.9276824	5.9003553	7.088286
1332170794190	-0.5964853	-4.6197443	5.0173807	6.8463087
1332170794191	-0.35870788	-4.841163	2.3340235	5.38639
1332170794206	0.26637852	-4.7470803	-1.7553177	5.0682216
1332170794223	0.88618255	-4.4139376	-6.228722	7.685385
1332170794225	1.1867647	-4.075164	-10.221568	11.067783
1332170794240	1.1679152	-3.8072987	-13.261817	13.846853
1332170794241	1.0658433	-3.7653415	-14.87666	15.382745
1332170794256	0.95974094	-3.9478607	-14.907307	15.4510355
1332170794272	1.1630453	-4.3527045	-13.743366	14.463016
1332170794279	1.284537	-4.822631	-12.010934	13.00655
1332170794289	1.2457807	-5.3561606	-10.413025	11.7758875
1332170794290	0.89024365	-5.8741016	-9.260948	11.002852
1332170794307	0.6108091	-6.2191324	-9.023525	10.976097
1332170794323	0.407792	-6.3906484	-9.620012	11.55644
1332170794324	0.2032117	-6.388728	-10.814145	12.561961
1332170794339	-0.0029349923	-6.2901406	-11.974391	13.525971
1332170794341	-0.13124605	-6.2538166	-12.868454	14.308199
1332170794355	-0.25959286	-6.1238985	-13.34116	14.681828
1332170794372	-0.30951607	-5.976387	-13.466205	14.736067
1332170794374	-0.28031927	-5.7347064	-13.089903	14.293739
1332170794388	-0.2500388	-5.47777	-12.4481735	13.602408
1332170794390	-0.21820265	-5.2851214	-11.621115	12.768337
1332170794405	-0.26283807	-5.158625	-10.925783	12.085249
1332170794422	-0.3836518	-5.0976863	-10.517505	11.694079
1332170794423	-0.5018513	-4.9451203	-10.316853	11.451792
1332170794438	-0.69562954	-4.7817073	-10.249468	11.331382
1332170794440	-0.88629854	-4.530871	-10.240329	11.232927
1332170794455	-1.0737095	-4.1158123	-10.135587	10.991946
1332170794472	-1.4928796	-3.6125371	-9.85127	10.598426
1332170794473	-1.8301117	-3.1050115	-9.163092	9.846454
1332170794488	-2.0065799	-2.5925794	-8.06926	8.70981
1332170794504	-2.1792378	-1.9203885	-6.573863	7.1869774
1332170794506	-2.2696095	-0.5409627	-4.6805434	5.2298427
1332170794521	-2.041603	1.3112063	-2.6219263	3.5723805
1332170794523	-1.6523767	3.397925	-0.48209143	3.809023
1332170794538	-1.3372273	5.0114775	1.7365556	5.4697995
1332170794554	-0.78204	5.993544	4.6597366	7.631992
1332170794556	0.3268348	6.3419237	7.8908253	10.128768
1332170794572	0.6559918	6.13416	10.017296	11.764542
1332170794587	-0.26634425	5.6815014	10.876414	12.273826
1332170794598	-1.5763144	5.6883044	10.701997	12.221878
1332170794600	-2.569644	6.153105	10.115812	12.115833
1332170794604	-2.6964035	6.680953	9.899807	12.243852
1332170794621	-2.349436	7.034811	10.835195	13.130493
1332170794633	-1.842953	6.899267	12.8400955	14.692326
1332170794642	-1.4895881	6.3475165	14.965549	16.324139
1332170794643	-1.2139344	6.0153666	16.90519	17.98454
1332170794671	-0.62186295	6.0521946	17.62755	18.647957
1332170794673	0.05030316	6.4604006	16.5066	17.72589
1332170794674	0.6458982	6.923732	14.008105	15.639126
1332170794687	0.9289701	7.364997	10.995574	13.266831
1332170794704	0.9773034	7.7081194	8.2562475	11.337365
1332170794705	0.8691073	7.7174892	6.259343	9.974687
1332170794721	0.6043012	7.469356	5.0781975	9.052323
1332170794722	0.025121719	6.80945	4.325046	8.066924
1332170794736	-0.86907244	5.8965425	4.0820394	7.224095
1332170794754	-1.6077859	4.8865213	4.347868	6.7355046
1332170794755	-1.956107	3.9387455	4.8143	6.520549
1332170794770	-1.9143065	3.0520523	5.009749	6.170671
1332170794772	-1.6395892	2.2342224	4.8712006	5.604337
1332170794786	-1.3674071	1.4824107	4.3164005	4.764311
1332170794803	-1.1761403	0.95499134	3.5843587	3.8913934
